iter	MultiClass
350	0.2201656361
351	0.2199061786
352	0.2195590339
353	0.2190830597
354	0.2186197653
355	0.2182566362
356	0.2178383179
357	0.2174885211
358	0.2170798369
359	0.2167433728
360	0.2163254677
361	0.2158614998
362	0.2154291742
363	0.2150858045
364	0.2145713878
365	0.214210299
366	0.2138134706
367	0.2134553051
368	0.213328761
369	0.2129340644
370	0.2127108097
371	0.2123393018
372	0.2120520789
373	0.211628306
374	0.2112417824
375	0.2108593851
376	0.2104683031
377	0.2100281701
378	0.2095472171
379	0.2092115661
380	0.208793588
381	0.2085359664
382	0.2081294182
383	0.207963034
384	0.2075509431
385	0.2074063311
386	0.2071377645
387	0.2069212714
388	0.2066169622
389	0.2061389157
390	0.2058218308
391	0.2055085159
392	0.2052872473
393	0.2049384418
394	0.2045912279
395	0.2042158768
396	0.2039920624
397	0.2037922381
398	0.2035535992
399	0.2032913897
400	0.203133843
401	0.2028856204
402	0.2025812501
403	0.2023434122
404	0.2022172561
405	0.2019169576
406	0.201516936
407	0.2011107715
408	0.200847678
409	0.2005314888
410	0.2002911365
411	0.2001112614
412	0.1999801896
413	0.1996680406
414	0.1992949197
415	0.1990565384
416	0.1987654384
417	0.1986391338
418	0.1982925044
419	0.1979451095
420	0.1977697689
421	0.197347033
422	0.1969822742
423	0.1968085888
424	0.1964684947
425	0.1962525368
426	0.1960651539
427	0.1957765494
428	0.1954809597
429	0.1951961141
430	0.1949739663
431	0.1947569491
432	0.1945244817
433	0.1943323237
434	0.1942376836
435	0.194124924
436	0.1939290509
437	0.193640105
438	0.1933196396
439	0.1931942626
440	0.1928694276
441	0.1925507853
442	0.1922623737
443	0.1920145364
444	0.1918638326
445	0.1916191814
446	0.1914166923
447	0.1910281499
448	0.1908821224
449	0.1905916988
450	0.1903782565
451	0.1901845161
452	0.1900331771
453	0.1897879812
454	0.1896596098
455	0.1894198536
456	0.1891844204
457	0.1890004104
458	0.1888163083
459	0.1886263032
460	0.1884056842
461	0.1882417335
462	0.1879979746
463	0.1878325518
464	0.187645394
465	0.1873174208
466	0.1871262731
467	0.1869552322
468	0.1868006331
469	0.1867385795
470	0.1864481549
471	0.1861436778
472	0.1858366809
473	0.1857219832
474	0.1855510861
475	0.1854005102
476	0.185124926
477	0.185066093
478	0.1849306211
479	0.1847839205
480	0.1845166257
481	0.1844221957
482	0.1842062015
483	0.1841387126
484	0.1839311421
485	0.1838361812
486	0.1836634301
487	0.1833640022
488	0.1832294788
489	0.1830213281
490	0.1828357689
491	0.182664984
492	0.1824712619
493	0.1823073036
494	0.1821749183
495	0.1819887553
496	0.1818441394
497	0.1816615196
498	0.1813479185
499	0.1811697753
500	0.1810377636
501	0.1809329104
502	0.1806986243
503	0.1805895635
504	0.1803842777
505	0.1801532917
506	0.1799858805
507	0.1799020243
508	0.1796690951
509	0.1796228973
510	0.1794078832
511	0.1793049279
512	0.1791831892
513	0.1790852207
514	0.1788276674
515	0.1786812894
516	0.1785800237
517	0.1782553143
518	0.1780342832
519	0.1779303284
520	0.1778042574
521	0.1776873502
522	0.1775345739
523	0.1772914267
524	0.177093984
525	0.1769929701
526	0.1768943021
527	0.1767123105
528	0.1765669733
529	0.1763801242
530	0.1763129241
531	0.1762465576
532	0.1761658157
533	0.1760559894
534	0.1759598953
535	0.1758419676
536	0.1757295508
537	0.1756071529
538	0.1754452261
539	0.175273479
540	0.1751517111
541	0.1750900543
542	0.1749535138
543	0.1746835379
544	0.1745524542
545	0.1743921632
546	0.1743052903
547	0.174204772
548	0.1740257831
549	0.1738345311
550	0.1737516575
551	0.1736215206
552	0.1735548006
553	0.1735100486
554	0.1733341557
555	0.1732517255
556	0.1731611535
557	0.1730134013
558	0.1728538832
559	0.1727018196
560	0.172608879
561	0.1725222829
562	0.1724505409
563	0.1723486946
564	0.1722220843
565	0.17216168
566	0.1719806359
567	0.1719018717
568	0.1717672426
569	0.1716426809
570	0.1715399152
571	0.171307829
572	0.1712373819
573	0.1710008268
574	0.1709003932
575	0.1707614524
576	0.170577166
577	0.1704928903
578	0.1704203647
579	0.170341717
580	0.1701188113
581	0.1698868817
582	0.1697693888
583	0.1695885666
584	0.1695299479
585	0.1694057673
586	0.1692650165
587	0.1691575361
588	0.1690088432
589	0.1687877986
590	0.1687062525
591	0.1686479196
592	0.1685086478
593	0.1683809151
594	0.1682636159
595	0.1681752815
596	0.168097415
597	0.1679579804
598	0.1678546303
599	0.1677739564
600	0.1676819095
601	0.1675931051
602	0.1674798278
603	0.1673376065
604	0.1671658642
605	0.1669466532
606	0.1668039453
607	0.1665839984
608	0.1663582304
609	0.1662214949
610	0.1660263689
611	0.165915294
612	0.1657323036
613	0.1656840239
614	0.1655475991
615	0.1654879529
616	0.1653508781
617	0.1653106707
618	0.1651647664
619	0.1650398253
620	0.1649876479
621	0.1647993096
622	0.1645899529
623	0.1644745812
624	0.1643866457
625	0.1642600823
626	0.1640810704
627	0.1639697237
628	0.1638922979
629	0.1638324633
630	0.1636738645
631	0.1635348251
632	0.1633470563
633	0.1632505601
634	0.1631286755
635	0.1630828123
636	0.1630192653
637	0.1628870724
638	0.1626930865
639	0.1625270123
640	0.1624269735
641	0.1622699554
642	0.162205136
643	0.1621664268
644	0.1620820287
645	0.1618618021
646	0.1618125864
647	0.1617192954
648	0.161657602
649	0.1614814694
650	0.1613724334
651	0.1612968757
652	0.1612284406
653	0.161048578
654	0.160937363
655	0.1608799379
656	0.1608261737
657	0.1607346064
658	0.1606625992
659	0.1606190262
660	0.1604633072
661	0.1602992357
662	0.1601871014
663	0.1600406436
664	0.159982815
665	0.1599197171
666	0.1597922375
667	0.159699536
668	0.1595564605
669	0.1595266233
670	0.1594288752
671	0.159377156
672	0.1592940877
673	0.1592044725
674	0.1591065494
675	0.1589985788
676	0.158904459
677	0.1588648636
678	0.1587645258
679	0.1586907931
680	0.1585881619
681	0.1584180621
682	0.1582611218
683	0.1581273805
684	0.1580232865
685	0.1579750163
686	0.157935018
687	0.1577802332
688	0.157667929
689	0.1576024325
690	0.1574756308
691	0.1574128607
692	0.1572703294
693	0.1571155441
694	0.1570722418
695	0.1570052095
696	0.1568615515
697	0.1567031568
698	0.1566599897
699	0.1565535234
700	0.1563486848
701	0.1563032192
702	0.1561302771
703	0.1560242112
704	0.1559297732
705	0.1558175257
706	0.155736931
707	0.1556781056
708	0.155588485
709	0.1554956935
710	0.1553899755
711	0.1552975107
712	0.1552065885
713	0.1551387111
714	0.1549920302
715	0.1548171452
716	0.154705326
717	0.1545701553
718	0.1544417936
719	0.1543106131
720	0.1541664054
721	0.1541401598
722	0.1540899016
723	0.1539063441
724	0.1537755575
725	0.1537356295
726	0.1536863227
727	0.1536010627
728	0.1535511426
729	0.1534584746
730	0.1533871137
731	0.1532785775
732	0.1532308703
733	0.1531508897
734	0.1529722958
735	0.1529118315
736	0.1528210658
737	0.1527596366
738	0.1527103539
739	0.1526443851
740	0.1525756733
741	0.1525224968
742	0.1524516775
743	0.1522988228
744	0.1522766756
745	0.1522196917
746	0.1520850602
747	0.1520259506
748	0.1519435749
749	0.1518795716
750	0.1517636697
751	0.1516510483
752	0.1515462688
753	0.1514454297
754	0.1513926889
755	0.1513506417
756	0.1513094139
757	0.1512066512
758	0.1511319496
759	0.1510850247
760	0.1510276924
761	0.1508969494
762	0.1507574045
763	0.1506555376
764	0.1506115519
765	0.1505551043
766	0.1503730671
767	0.1503132956
768	0.1501795807
769	0.1500978939
770	0.1500412705
771	0.1498955154
772	0.1498189684
773	0.1497560076
774	0.1496717448
775	0.1495925448
776	0.1494576452
777	0.1493328598
778	0.1492363636
779	0.1491432668
780	0.1490804015
781	0.1489791825
782	0.1489411029
783	0.1488729847
784	0.1487868276
785	0.1487278765
786	0.1486327274
787	0.1484935199
788	0.1484083962
789	0.1483342981
790	0.1482971582
791	0.14819168
792	0.1481728871
793	0.1480415991
794	0.1479973248
795	0.1479117928
796	0.147812246
797	0.1477119378
798	0.1476794685
799	0.1476071913
800	0.1475856353
801	0.1475290683
802	0.1474070925
803	0.1473394619
804	0.1472468435
805	0.1471970273
806	0.1471218559
807	0.1470442742
808	0.1469875816
809	0.1469407541
810	0.1468370938
811	0.1468078164
812	0.146741228
813	0.1466722455
814	0.1465574756
815	0.1464948061
816	0.1463525551
817	0.1462888856
818	0.1461896029
819	0.1460968806
820	0.1460445812
821	0.1459965446
822	0.1458202835
823	0.1457443603
824	0.1456664274
825	0.1455831031
826	0.1455173983
827	0.1454466173
828	0.1454042992
829	0.1453508458
830	0.1452753403
831	0.1451538724
832	0.1450345898
833	0.1449371611
834	0.1449093495
835	0.1448214476
836	0.1447936279
837	0.1447492332
838	0.1447211844
839	0.1446848974
840	0.1446244568
841	0.1445670849
842	0.1445095785
843	0.1444465324
844	0.1443703379
845	0.1442705059
846	0.1442008828
847	0.1441309904
848	0.144055079
849	0.1439984509
850	0.1439364016
851	0.1439045009
852	0.1438741061
853	0.1438046201
854	0.1437359976
855	0.1436128914
856	0.1435027798
857	0.1434389454
858	0.143351531
859	0.1432855501
860	0.1431528301
861	0.1430997899
862	0.1430549033
863	0.1429189102
864	0.1428672691
865	0.1427640213
866	0.1426816307
867	0.1425808055
868	0.1425366452
869	0.1425046918
870	0.1424214654
871	0.1423642093
872	0.1422828408
873	0.142207441
874	0.1421626776
875	0.1420525263
876	0.1420196512
877	0.1419590746
878	0.1419270485
879	0.1418716215
880	0.1418524977
881	0.1417751486
882	0.1417271684
883	0.1416183825
884	0.1414883276
885	0.1414399302
886	0.1413445183
887	0.1413045559
888	0.14120825
889	0.1411432535
890	0.1410796609
891	0.1409605675
892	0.1408656449
893	0.1407607574
894	0.1407192793
895	0.1406177712
896	0.1405137129
897	0.1404563703
898	0.1403301475
899	0.140300914
900	0.1402389623
901	0.1401965421
902	0.1401663475
903	0.1400170519
904	0.1399632933
905	0.1398787351
906	0.139790727
907	0.1397667352
908	0.1397177871
909	0.1396581773
910	0.1395339681
911	0.1394843564
912	0.1394472991
913	0.1393520888
914	0.1392272225
915	0.1392028591
916	0.1391688761
917	0.1390834954
918	0.139049225
919	0.1389648774
920	0.1389335663
921	0.1388879532
922	0.1387880091
923	0.1387290648
924	0.1386560396
925	0.1385833625
926	0.1384769423
927	0.138432506
928	0.1383917847
929	0.1383691137
930	0.1382692115
931	0.138212694
932	0.1381284718
933	0.1380082505
934	0.1379520602
935	0.1379242417
936	0.1378908486
937	0.1378081092
938	0.1377814899
939	0.1377515317
940	0.1377015837
941	0.1376803592
942	0.1375718179
943	0.1374766068
944	0.1373758584
945	0.1373363237
946	0.137278067
947	0.1372527266
948	0.1372013974
949	0.1371740403
950	0.137146672
951	0.137067206
952	0.1369962983
953	0.1369594032
954	0.1368755788
955	0.136799495
956	0.136747377
957	0.1366931977
958	0.1366393082
959	0.1365841813
960	0.1365469804
961	0.1364185327
962	0.1363596338
963	0.136255574
964	0.1361583767
965	0.1360816042
966	0.1359996501
967	0.1359678597
968	0.1359363216
969	0.1358680082
970	0.1358279024
971	0.1357286092
972	0.1356985596
973	0.1356766768
974	0.1356438396
975	0.1356159022
976	0.1354993761
977	0.1354529475
978	0.1353714433
979	0.1352726197
980	0.1352224369
981	0.1351693454
982	0.1351530805
983	0.1350406707
984	0.1349915309
985	0.1349299967
986	0.1348987874
987	0.1348413137
988	0.1347776232
989	0.1347113639
990	0.1346075845
991	0.134558811
992	0.1345006782
993	0.1343707123
994	0.1342712644
995	0.1342225245
996	0.1341145217
997	0.1340813947
998	0.1339778937
999	0.1339267161
